rcept_no,rcept_dt,split,t1,t2
20220221000982,20220221,train,자기주식취득,주가안정·주주가치
20220218001612,20220218,train,자기주식취득,주가안정·주주가치
20220218001283,20220218,train,자기주식취득,주가안정·주주가치
20220217000899,20220217,train,자기주식취득,임직원 보상
20220217000622,20220217,train,자기주식취득,주가안정·주주가치
20220215000604,20220215,train,자기주식취득,주가안정·주주가치
20220210000413,20220210,train,자기주식취득,임직원 보상
20220210000018,20220210,train,자기주식취득,주가안정·주주가치
20220209000571,20220209,train,자기주식취득,기타
20220209000435,20220209,train,자기주식취득,주가안정·주주가치
20220208000545,20220208,train,자기주식취득,기타
20220208000527,20220208,train,자기주식취득,주가안정·주주가치
20220207000346,20220207,train,자기주식취득,주가안정·주주가치
20220204000136,20220204,train,자기주식취득,임직원 보상
20220203000063,20220203,train,자기주식취득,주가안정·주주가치
20220331002849,20220331,train,자기주식취득,기타
20220329000637,20220329,train,자기주식취득,기타
20220328001065,20220328,train,자기주식취득,주가안정·주주가치
20220328000829,20220328,train,자기주식취득,임직원 보상
20220324000842,20220324,train,자기주식취득,주가안정·주주가치
20220324000488,20220324,train,자기주식취득,소각
20220324000044,20220324,train,자기주식취득,소각
20220322001023,20220322,train,자기주식취득,주가안정·주주가치
20220318000784,20220318,train,자기주식취득,주가안정·주주가치
20220310000535,20220310,train,자기주식취득,주가안정·주주가치
20220308000786,20220308,train,자기주식취득,주가안정·주주가치
20220308000701,20220308,train,자기주식취득,임직원 보상
20220308000273,20220308,train,자기주식취득,주가안정·주주가치
20220307000416,20220307,train,자기주식취득,임직원 보상
20220307000213,20220307,train,자기주식취득,임직원 보상
20220427000187,20220427,train,자기주식취득,기타
20220422000387,20220422,train,자기주식취득,주가안정·주주가치
20220420000619,20220420,train,자기주식취득,임직원 보상
20220418000124,20220418,train,자기주식취득,주가안정·주주가치
20220413002293,20220413,train,자기주식취득,주가안정·주주가치
20220413000994,20220413,train,자기주식취득,주가안정·주주가치
20220411000578,20220411,train,자기주식취득,주가안정·주주가치
20220407001790,20220407,train,자기주식취득,기타
20220401001318,20220401,train,자기주식취득,기타
20220530000223,20220530,train,자기주식취득,주가안정·주주가치
20220527000198,20220527,train,자기주식취득,임직원 보상
20220519000215,20220519,train,자기주식취득,주가안정·주주가치
20220518000244,20220518,train,자기주식취득,주가안정·주주가치
20220518000005,20220518,train,자기주식취득,주가안정·주주가치
20220517000218,20220517,train,자기주식취득,주가안정·주주가치
20220513000548,20220513,train,자기주식취득,주가안정·주주가치
20220512000854,20220512,train,자기주식취득,주가안정·주주가치
20220512000444,20220512,train,자기주식취득,주가안정·주주가치
20220511000763,20220511,train,자기주식취득,주가안정·주주가치
20220511000747,20220511,train,자기주식취득,주가안정·주주가치
20220511000625,20220511,train,자기주식취득,주가안정·주주가치
20220510000893,20220510,train,자기주식취득,주가안정·주주가치
20220510000170,20220510,train,자기주식취득,주가안정·주주가치
20220509000583,20220509,train,자기주식취득,주가안정·주주가치
20220509000541,20220509,train,자기주식취득,주가안정·주주가치
20220506000056,20220506,train,자기주식취득,주가안정·주주가치
20220503000112,20220503,train,자기주식취득,임직원 보상
20220630000670,20220630,train,자기주식취득,주가안정·주주가치
20220627000109,20220627,train,자기주식취득,주가안정·주주가치
20220624000244,20220624,train,자기주식취득,주가안정·주주가치
20220623000296,20220623,train,자기주식취득,주가안정·주주가치
20220623000192,20220623,train,자기주식취득,주가안정·주주가치
20220623000158,20220623,train,자기주식취득,주가안정·주주가치
20220622000358,20220622,train,자기주식취득,주가안정·주주가치
20220622000061,20220622,train,자기주식취득,주가안정·주주가치
20220621000410,20220621,train,자기주식취득,주가안정·주주가치
20220621000146,20220621,train,자기주식취득,임직원 보상
20220620000139,20220620,train,자기주식취득,주가안정·주주가치
20220620000021,20220620,train,자기주식취득,기타
20220617000203,20220617,train,자기주식취득,주가안정·주주가치
20220617000020,20220617,train,자기주식취득,주가안정·주주가치
20220616000176,20220616,train,자기주식취득,주가안정·주주가치
20220615000341,20220615,train,자기주식취득,주가안정·주주가치
20220615000208,20220615,train,자기주식취득,주가안정·주주가치
20220615000169,20220615,train,자기주식취득,주가안정·주주가치
20220614000220,20220614,train,자기주식취득,주가안정·주주가치
20220614000086,20220614,train,자기주식취득,주가안정·주주가치
20220614000059,20220614,train,자기주식취득,주가안정·주주가치
20220613000260,20220613,train,자기주식취득,주가안정·주주가치
20220609000257,20220609,train,자기주식취득,소각
20220607000222,20220607,train,자기주식취득,주가안정·주주가치
20220727000120,20220727,train,자기주식취득,주가안정·주주가치
20220725000319,20220725,train,자기주식취득,주가안정·주주가치
20220722000254,20220722,train,자기주식취득,주가안정·주주가치
20220721000463,20220721,train,자기주식취득,주가안정·주주가치
20220721000074,20220721,train,자기주식취득,주가안정·주주가치
20220715000200,20220715,train,자기주식취득,주가안정·주주가치
20220715000181,20220715,train,자기주식취득,기타
20220714000288,20220714,train,자기주식취득,주가안정·주주가치
20220713000236,20220713,train,자기주식취득,주가안정·주주가치
20220712000424,20220712,train,자기주식취득,주가안정·주주가치
20220706000416,20220706,train,자기주식취득,주가안정·주주가치
20220704000051,20220704,train,자기주식취득,주가안정·주주가치
20220701000198,20220701,train,자기주식취득,주가안정·주주가치
20220830000756,20220830,train,자기주식취득,주가안정·주주가치
20220829000238,20220829,train,자기주식취득,주가안정·주주가치
20220826000766,20220829,train,자기주식취득,주가안정·주주가치
20220824000425,20220824,train,자기주식취득,주가안정·주주가치
20220822000146,20220822,train,자기주식취득,기타
20220819000428,20220819,train,자기주식취득,주가안정·주주가치
20220819000137,20220819,train,자기주식취득,주가안정·주주가치
20220818000355,20220818,train,자기주식취득,주가안정·주주가치
20220817000088,20220817,train,자기주식취득,주가안정·주주가치
20220817000089,20220817,train,자기주식취득,주가안정·주주가치
20220812000073,20220812,train,자기주식취득,주가안정·주주가치
20220811000310,20220811,train,자기주식취득,주가안정·주주가치
20220805000235,20220805,train,자기주식취득,주가안정·주주가치
20220805000158,20220805,train,자기주식취득,주가안정·주주가치
20220805000138,20220805,train,자기주식취득,기타
20220802000328,20220802,train,자기주식취득,주가안정·주주가치
20220930000470,20220930,train,자기주식취득,주가안정·주주가치
20220930000094,20220930,train,자기주식취득,주가안정·주주가치
20220929000596,20220929,train,자기주식취득,주가안정·주주가치
20220929000392,20220929,train,자기주식취득,주가안정·주주가치
20220929000144,20220929,train,자기주식취득,주가안정·주주가치
20220928000297,20220928,train,자기주식취득,주가안정·주주가치
20220928000268,20220928,train,자기주식취득,주가안정·주주가치
20220927000485,20220927,train,자기주식취득,임직원 보상
20220927000267,20220927,train,자기주식취득,주가안정·주주가치
20220926000214,20220926,train,자기주식취득,주가안정·주주가치
20220923000425,20220923,train,자기주식취득,
20220923000227,20220923,train,자기주식취득,주가안정·주주가치
20220920000142,20220920,train,자기주식취득,주가안정·주주가치
20220920000046,20220920,train,자기주식취득,주가안정·주주가치
20220919000008,20220919,train,자기주식취득,주가안정·주주가치
20220916000467,20220916,train,자기주식취득,주가안정·주주가치
20220908000192,20220908,train,자기주식취득,주가안정·주주가치
20220907000210,20220907,train,자기주식취득,주가안정·주주가치
20220906000067,20220906,train,자기주식취득,주가안정·주주가치
20220902000171,20220902,train,자기주식취득,주가안정·주주가치
20220902000063,20220902,train,자기주식취득,소각
20221031000090,20221031,train,자기주식취득,주가안정·주주가치
20221028000104,20221028,train,자기주식취득,주가안정·주주가치
20221026000391,20221026,train,자기주식취득,주가안정·주주가치
20221026000213,20221026,train,자기주식취득,주가안정·주주가치
20221024000210,20221024,train,자기주식취득,기타
20221024000066,20221024,train,자기주식취득,주가안정·주주가치
20221020000066,20221020,train,자기주식취득,주가안정·주주가치
20221017000120,20221017,train,자기주식취득,주가안정·주주가치
20221014000078,20221014,train,자기주식취득,주가안정·주주가치
20221013000114,20221013,train,자기주식취득,주가안정·주주가치
20221012000298,20221012,train,자기주식취득,기타
20221012000221,20221012,train,자기주식취득,기타
20221012000193,20221012,train,자기주식취득,주가안정·주주가치
20221012000162,20221012,train,자기주식취득,주가안정·주주가치
20221011000548,20221011,train,자기주식취득,임직원 보상
20221011000546,20221011,train,자기주식취득,임직원 보상
20221011000456,20221011,train,자기주식취득,주가안정·주주가치
20221007000631,20221007,train,자기주식취득,주가안정·주주가치
20221007000412,20221007,train,자기주식취득,주가안정·주주가치
20221006000204,20221006,train,자기주식취득,소각
20221005000114,20221005,train,자기주식취득,주가안정·주주가치
20221004000196,20221004,train,자기주식취득,주가안정·주주가치
20221130001044,20221130,train,자기주식취득,주가안정·주주가치
20221130000219,20221130,train,자기주식취득,주가안정·주주가치
20221128000475,20221128,train,자기주식취득,주가안정·주주가치
20221122000160,20221122,train,자기주식취득,주가안정·주주가치
20221121000180,20221121,train,자기주식취득,소각
20221117000062,20221117,train,자기주식취득,주가안정·주주가치
20221115000212,20221115,train,자기주식취득,주가안정·주주가치
20221110000003,20221110,train,자기주식취득,주가안정·주주가치
20221107000192,20221107,train,자기주식취득,주가안정·주주가치
20221107000101,20221107,train,자기주식취득,주가안정·주주가치
20221103000237,20221103,train,자기주식취득,주가안정·주주가치
20221103000141,20221103,train,자기주식취득,주가안정·주주가치
20221102000277,20221102,train,자기주식취득,주가안정·주주가치
20221101000008,20221101,train,자기주식취득,주가안정·주주가치
20221227000468,20221227,train,자기주식취득,기타
20221226000280,20221226,train,자기주식취득,주가안정·주주가치
20221226000221,20221226,train,자기주식취득,주가안정·주주가치
20221226000194,20221226,train,자기주식취득,주가안정·주주가치
20221223000301,20221223,train,자기주식취득,주가안정·주주가치
20221222000274,20221222,train,자기주식취득,주가안정·주주가치
20221221000214,20221221,train,자기주식취득,주가안정·주주가치
20221221000211,20221221,train,자기주식취득,주가안정·주주가치
20221220000229,20221220,train,자기주식취득,주가안정·주주가치
20221216000354,20221216,train,자기주식취득,주가안정·주주가치
20221214000289,20221214,train,자기주식취득,기타
20221208000397,20221208,train,자기주식취득,주가안정·주주가치
20221207000206,20221207,train,자기주식취득,주가안정·주주가치
20221207000123,20221207,train,자기주식취득,주가안정·주주가치
20221202000439,20221202,train,자기주식취득,주가안정·주주가치
20230127000327,20230127,train,자기주식취득,소각
20230126000418,20230126,train,자기주식취득,주가안정·주주가치
20230126000063,20230126,train,자기주식취득,주가안정·주주가치
20230118000535,20230118,train,자기주식취득,주가안정·주주가치
20230106000081,20230106,train,자기주식취득,주가안정·주주가치
20230105000323,20230105,train,자기주식취득,기타
20230104000129,20230104,train,자기주식취득,주가안정·주주가치
20230103000296,20230103,train,자기주식취득,소각
20230102000142,20230102,train,자기주식취득,주가안정·주주가치
20230224004173,20230224,train,자기주식취득,주가안정·주주가치
20230221001453,20230221,train,자기주식취득,주가안정·주주가치
20230220001309,20230220,train,자기주식취득,주가안정·주주가치
20230217001595,20230217,train,자기주식취득,주가안정·주주가치
20230215001584,20230215,train,자기주식취득,소각
20230209000675,20230210,train,자기주식취득,임직원 보상
20230209000519,20230209,train,자기주식취득,주가안정·주주가치
20230209000323,20230209,train,자기주식취득,주가안정·주주가치
20230208000269,20230208,train,자기주식취득,기타
20230208000115,20230208,train,자기주식취득,소각
20230207000294,20230207,train,자기주식취득,소각
20230201000014,20230201,train,자기주식취득,주가안정·주주가치
20230201000013,20230201,train,자기주식취득,주가안정·주주가치
20230330000315,20230330,train,자기주식취득,주가안정·주주가치
20230329001223,20230329,train,자기주식취득,임직원 보상
20230328000994,20230328,train,자기주식취득,주가안정·주주가치
20230328000635,20230328,train,자기주식취득,소각
20230328000449,20230328,train,자기주식취득,주가안정·주주가치
20230327000863,20230327,train,자기주식취득,주가안정·주주가치
20230321001093,20230321,train,자기주식취득,임직원 보상
20230321000784,20230321,train,자기주식취득,임직원 보상
20230315000210,20230315,train,자기주식취득,주가안정·주주가치
20230313000393,20230313,train,자기주식취득,주가안정·주주가치
20230313000122,20230313,train,자기주식취득,주가안정·주주가치
20230308000370,20230308,train,자기주식취득,주가안정·주주가치
20230306000307,20230306,train,자기주식취득,주가안정·주주가치
20230306000272,20230306,train,자기주식취득,주가안정·주주가치
20230306000242,20230306,train,자기주식취득,주가안정·주주가치
20230303000572,20230303,train,자기주식취득,주가안정·주주가치
20230303000407,20230303,train,자기주식취득,주가안정·주주가치
20230303000185,20230303,train,자기주식취득,주가안정·주주가치
20230303000107,20230303,train,자기주식취득,주가안정·주주가치
20230302000628,20230302,train,자기주식취득,임직원 보상
20230427000308,20230427,train,자기주식취득,소각
20230426000218,20230426,train,자기주식취득,주가안정·주주가치
20230424000484,20230424,train,자기주식취득,임직원 보상
20230424000188,20230424,train,자기주식취득,주가안정·주주가치
20230424000132,20230424,train,자기주식취득,주가안정·주주가치
20230421000215,20230421,train,자기주식취득,기타
20230419000254,20230419,train,자기주식취득,주가안정·주주가치
20230418000247,20230418,train,자기주식취득,주가안정·주주가치
20230414002516,20230414,train,자기주식취득,주가안정·주주가치
20230411002888,20230411,train,자기주식취득,주가안정·주주가치
20230403003115,20230403,train,자기주식취득,주가안정·주주가치
20230526000181,20230526,train,자기주식취득,소각
20230525000224,20230525,train,자기주식취득,주가안정·주주가치
20230523000118,20230523,train,자기주식취득,주가안정·주주가치
20230518000299,20230518,train,자기주식취득,임직원 보상
20230516000200,20230516,train,자기주식취득,소각
20230511000450,20230511,train,자기주식취득,기타
20230511000177,20230511,train,자기주식취득,주가안정·주주가치
20230509000361,20230509,train,자기주식취득,주가안정·주주가치
20230508000282,20230508,train,자기주식취득,주가안정·주주가치
20230508000136,20230508,train,자기주식취득,주가안정·주주가치
20230502000872,20230502,train,자기주식취득,기타
20230502000611,20230502,train,자기주식취득,기타
20230629000685,20230630,train,자기주식취득,소각
20230627000442,20230627,train,자기주식취득,임직원 보상
20230622000117,20230622,train,자기주식취득,주가안정·주주가치
20230616000126,20230616,train,자기주식취득,주가안정·주주가치
20230612000272,20230612,train,자기주식취득,주가안정·주주가치
20230608000001,20230608,train,자기주식취득,주가안정·주주가치
20230602000176,20230602,train,자기주식취득,임직원 보상
20230728000122,20230728,train,자기주식취득,주가안정·주주가치
20230727000152,20230727,train,자기주식취득,소각
20230726000317,20230726,train,자기주식취득,소각
20230726000193,20230726,train,자기주식취득,주가안정·주주가치
20230726000183,20230726,train,자기주식취득,주가안정·주주가치
20230725000059,20230725,train,자기주식취득,주가안정·주주가치
20230720000263,20230720,train,자기주식취득,주가안정·주주가치
20230719000224,20230719,train,자기주식취득,주가안정·주주가치
20230713000383,20230713,train,자기주식취득,주가안정·주주가치
20230713000151,20230713,train,자기주식취득,주가안정·주주가치
20230712000472,20230712,train,자기주식취득,기타
20230710000063,20230710,train,자기주식취득,주가안정·주주가치
20230706000113,20230706,train,자기주식취득,주가안정·주주가치
20230705000069,20230705,train,자기주식취득,주가안정·주주가치
20230705000003,20230705,train,자기주식취득,주가안정·주주가치
20230703000093,20230703,train,자기주식취득,주가안정·주주가치
20230703000080,20230703,train,자기주식취득,소각
20230830001038,20230830,train,자기주식취득,기타
20230828000307,20230828,train,자기주식취득,주가안정·주주가치
20230828000192,20230828,train,자기주식취득,주가안정·주주가치
20230828000194,20230828,train,자기주식취득,주가안정·주주가치
20230822000054,20230822,train,자기주식취득,주가안정·주주가치
20230822000021,20230822,train,자기주식취득,주가안정·주주가치
20230816000231,20230816,train,자기주식취득,주가안정·주주가치
20230810000379,20230810,train,자기주식취득,주가안정·주주가치
20230809000223,20230809,train,자기주식취득,주가안정·주주가치
20230804000438,20230804,train,자기주식취득,주가안정·주주가치
20230803000327,20230803,train,자기주식취득,소각
20230802000151,20230802,train,자기주식취득,주가안정·주주가치
20230801000022,20230801,train,자기주식취득,주가안정·주주가치
20230925000302,20230925,train,자기주식취득,소각
20230925000231,20230925,train,자기주식취득,주가안정·주주가치
20230925000172,20230925,train,자기주식취득,주가안정·주주가치
20230919000111,20230919,train,자기주식취득,임직원 보상
20230915000468,20230915,train,자기주식취득,소각
20230915000118,20230915,train,자기주식취득,주가안정·주주가치
20230915000080,20230915,train,자기주식취득,주가안정·주주가치
20230913000027,20230913,train,자기주식취득,주가안정·주주가치
20230912000405,20230912,train,자기주식취득,주가안정·주주가치
20230912000194,20230912,train,자기주식취득,주가안정·주주가치
20230912000095,20230912,train,자기주식취득,주가안정·주주가치
20230904000023,20230904,train,자기주식취득,기타
20231031000296,20231031,train,자기주식취득,주가안정·주주가치
20231031000004,20231031,train,자기주식취득,임직원 보상
20231030000418,20231030,train,자기주식취득,주가안정·주주가치
20231030000182,20231030,train,자기주식취득,주가안정·주주가치
20231027000338,20231027,train,자기주식취득,주가안정·주주가치
20231025000118,20231025,train,자기주식취득,소각
20231024000124,20231024,train,자기주식취득,주가안정·주주가치
20231023000073,20231023,train,자기주식취득,주가안정·주주가치
20231023000067,20231023,train,자기주식취득,주가안정·주주가치
20231018000324,20231018,train,자기주식취득,주가안정·주주가치
20231018000008,20231018,train,자기주식취득,주가안정·주주가치
20231016000083,20231016,train,자기주식취득,주가안정·주주가치
20231012000253,20231012,train,자기주식취득,주가안정·주주가치
20231011000471,20231011,train,자기주식취득,기타
20231006000139,20231006,train,자기주식취득,주가안정·주주가치
20231127000250,20231127,train,자기주식취득,기타
20231124000465,20231124,train,자기주식취득,임직원 보상
20231123000087,20231123,train,자기주식취득,기타
20231122000329,20231122,train,자기주식취득,임직원 보상
20231121000289,20231121,train,자기주식취득,주가안정·주주가치
20231117000243,20231117,train,자기주식취득,주가안정·주주가치
20231117000202,20231117,train,자기주식취득,소각
20231117000074,20231117,train,자기주식취득,소각
20231116000103,20231116,train,자기주식취득,소각
20231113000225,20231113,train,자기주식취득,주가안정·주주가치
20231109000157,20231109,train,자기주식취득,주가안정·주주가치
20231109000160,20231109,train,자기주식취득,주가안정·주주가치
20231109000127,20231109,train,자기주식취득,주가안정·주주가치
20231109000119,20231109,train,자기주식취득,주가안정·주주가치
20231108000116,20231108,train,자기주식취득,주가안정·주주가치
20231106000081,20231106,train,자기주식취득,소각
20231226000002,20231226,train,자기주식취득,주가안정·주주가치
20231222000171,20231222,train,자기주식취득,주가안정·주주가치
20231215000285,20231215,train,자기주식취득,임직원 보상
20231214000359,20231214,train,자기주식취득,주가안정·주주가치
20231213000424,20231213,train,자기주식취득,기타
20231212000136,20231212,train,자기주식취득,주가안정·주주가치
20231204000187,20231204,train,자기주식취득,주가안정·주주가치
20240130000422,20240130,val,자기주식취득,주가안정·주주가치
20240125000291,20240125,val,자기주식취득,주가안정·주주가치
20240125000187,20240125,val,자기주식취득,주가안정·주주가치
20240123000390,20240123,val,자기주식취득,소각
20240123000039,20240123,val,자기주식취득,주가안정·주주가치
20240122000216,20240122,val,자기주식취득,주가안정·주주가치
20240119000068,20240119,val,자기주식취득,주가안정·주주가치
20240104000115,20240104,val,자기주식취득,주가안정·주주가치
20240228008655,20240228,val,자기주식취득,주가안정·주주가치
20240226005093,20240226,val,자기주식취득,임직원 보상
20240226002906,20240226,val,자기주식취득,소각
20240223001572,20240223,val,자기주식취득,주가안정·주주가치
20240222001213,20240222,val,자기주식취득,주가안정·주주가치
20240221000803,20240221,val,자기주식취득,주가안정·주주가치
20240216001385,20240216,val,자기주식취득,소각
20240215001247,20240215,val,자기주식취득,주가안정·주주가치
20240213001010,20240213,val,자기주식취득,주가안정·주주가치
20240208000535,20240208,val,자기주식취득,소각
20240208000001,20240208,val,자기주식취득,소각
20240206000436,20240206,val,자기주식취득,기타
20240206000302,20240206,val,자기주식취득,소각
20240205000001,20240205,val,자기주식취득,기타
20240202000483,20240202,val,자기주식취득,주가안정·주주가치
20240202000330,20240202,val,자기주식취득,임직원 보상
20240201000561,20240201,val,자기주식취득,주가안정·주주가치
20240329003499,20240329,val,자기주식취득,주가안정·주주가치
20240328000541,20240328,val,자기주식취득,소각
20240326000777,20240326,val,자기주식취득,소각
20240326000570,20240326,val,자기주식취득,소각
20240322000830,20240322,val,자기주식취득,소각
20240321000012,20240321,val,자기주식취득,주가안정·주주가치
20240320000766,20240320,val,자기주식취득,주가안정·주주가치
20240320000404,20240320,val,자기주식취득,주가안정·주주가치
20240320000288,20240320,val,자기주식취득,주가안정·주주가치
20240318000434,20240318,val,자기주식취득,주가안정·주주가치
20240318000322,20240318,val,자기주식취득,주가안정·주주가치
20240314000277,20240314,val,자기주식취득,주가안정·주주가치
20240314000209,20240314,val,자기주식취득,주가안정·주주가치
20240313001515,20240313,val,자기주식취득,소각
20240312000732,20240312,val,자기주식취득,주가안정·주주가치
20240312000001,20240312,val,자기주식취득,소각
20240311000112,20240311,val,자기주식취득,소각
20240308000366,20240308,val,자기주식취득,소각
20240306000729,20240307,val,자기주식취득,주가안정·주주가치
20240306000519,20240306,val,자기주식취득,기타
20240306000198,20240306,val,자기주식취득,주가안정·주주가치
20240305000129,20240305,val,자기주식취득,주가안정·주주가치
20240305000115,20240305,val,자기주식취득,주가안정·주주가치
20240429001044,20240429,val,자기주식취득,기타
20240429000922,20240429,val,자기주식취득,임직원 보상
20240425000318,20240425,val,자기주식취득,주가안정·주주가치
20240418000299,20240418,val,자기주식취득,기타
20240418000218,20240418,val,자기주식취득,주가안정·주주가치
20240418000161,20240418,val,자기주식취득,주가안정·주주가치
20240417000152,20240417,val,자기주식취득,주가안정·주주가치
20240417000035,20240417,val,자기주식취득,주가안정·주주가치
20240416000224,20240416,val,자기주식취득,기타
20240412003259,20240412,val,자기주식취득,주가안정·주주가치
20240411002166,20240411,val,자기주식취득,주가안정·주주가치
20240405003417,20240405,val,자기주식취득,주가안정·주주가치
20240403001041,20240403,val,자기주식취득,주가안정·주주가치
20240402002387,20240402,val,자기주식취득,주가안정·주주가치
20240402000945,20240402,val,자기주식취득,주가안정·주주가치
20240402000782,20240402,val,자기주식취득,소각
20240329003638,20240401,val,자기주식취득,기타
20240531002323,20240531,val,자기주식취득,소각
20240529000113,20240529,val,자기주식취득,기타
20240529000068,20240529,val,자기주식취득,주가안정·주주가치
20240510000470,20240510,val,자기주식취득,주가안정·주주가치
20240510000419,20240510,val,자기주식취득,주가안정·주주가치
20240509000521,20240509,val,자기주식취득,주가안정·주주가치
20240502000238,20240502,val,자기주식취득,주가안정·주주가치
20240628000242,20240628,val,자기주식취득,주가안정·주주가치
20240627000419,20240627,val,자기주식취득,기타
20240626000207,20240626,val,자기주식취득,기타
20240617000172,20240617,val,자기주식취득,주가안정·주주가치
20240617000057,20240617,val,자기주식취득,소각
20240614000092,20240614,val,자기주식취득,주가안정·주주가치
20240610000311,20240610,val,자기주식취득,주가안정·주주가치
20240610000216,20240610,val,자기주식취득,주가안정·주주가치
20240605000086,20240605,val,자기주식취득,기타
20240731000624,20240731,val,자기주식취득,주가안정·주주가치
20240726000470,20240726,val,자기주식취득,기타
20240726000326,20240726,val,자기주식취득,기타
20240725000414,20240725,val,자기주식취득,주가안정·주주가치
20240725000086,20240725,val,자기주식취득,주가안정·주주가치
20240724000428,20240724,val,자기주식취득,주가안정·주주가치
20240724000434,20240724,val,자기주식취득,주가안정·주주가치
20240724000306,20240724,val,자기주식취득,주가안정·주주가치
20240724000286,20240724,val,자기주식취득,기타
20240724000203,20240724,val,자기주식취득,주가안정·주주가치
20240724000102,20240724,val,자기주식취득,주가안정·주주가치
20240724000068,20240724,val,자기주식취득,주가안정·주주가치
20240723000338,20240723,val,자기주식취득,주가안정·주주가치
20240723000237,20240723,val,자기주식취득,주가안정·주주가치
20240723000214,20240723,val,자기주식취득,
20240722000023,20240722,val,자기주식취득,주가안정·주주가치
20240719000126,20240719,val,자기주식취득,소각
20240718000126,20240718,val,자기주식취득,임직원 보상
20240718000021,20240718,val,자기주식취득,소각
20240717000081,20240717,val,자기주식취득,소각
20240716000190,20240716,val,자기주식취득,주가안정·주주가치
20240716000023,20240716,val,자기주식취득,
20240712000171,20240712,val,자기주식취득,소각
20240712000097,20240712,val,자기주식취득,
20240710000443,20240710,val,자기주식취득,주가안정·주주가치
20240709000448,20240709,val,자기주식취득,소각
20240709000346,20240709,val,자기주식취득,주가안정·주주가치
20240708000187,20240708,val,자기주식취득,주가안정·주주가치
20240705000007,20240705,val,자기주식취득,소각
20240703000597,20240703,val,자기주식취득,소각
20240830001788,20240830,val,자기주식취득,주가안정·주주가치
20240828000261,20240828,val,자기주식취득,주가안정·주주가치
20240827000661,20240827,val,자기주식취득,주가안정·주주가치
20240827000606,20240827,val,자기주식취득,주가안정·주주가치
20240826000335,20240826,val,자기주식취득,주가안정·주주가치
20240826000262,20240826,val,자기주식취득,기타
20240819000217,20240819,val,자기주식취득,주가안정·주주가치
20240819000197,20240819,val,자기주식취득,주가안정·주주가치
20240819000072,20240819,val,자기주식취득,주가안정·주주가치
20240814003609,20240814,val,자기주식취득,소각
20240814000984,20240814,val,자기주식취득,주가안정·주주가치
20240814000815,20240814,val,자기주식취득,주가안정·주주가치
20240809000594,20240809,val,자기주식취득,주가안정·주주가치
20240808000427,20240808,val,자기주식취득,기타
20240808000271,20240808,val,자기주식취득,소각
20240808000145,20240808,val,자기주식취득,주가안정·주주가치
20240807000236,20240807,val,자기주식취득,주가안정·주주가치
20240807000021,20240807,val,자기주식취득,소각
20240806000215,20240806,val,자기주식취득,주가안정·주주가치
20240806000201,20240806,val,자기주식취득,주가안정·주주가치
20240806000163,20240806,val,자기주식취득,주가안정·주주가치
20240805000331,20240805,val,자기주식취득,주가안정·주주가치
20240801000002,20240801,val,자기주식취득,주가안정·주주가치
20240930000531,20240930,val,자기주식취득,주가안정·주주가치
20240930000446,20240930,val,자기주식취득,주가안정·주주가치
20240930000142,20240930,val,자기주식취득,주가안정·주주가치
20240930000001,20240930,val,자기주식취득,소각
20240923000134,20240923,val,자기주식취득,주가안정·주주가치
20240920000189,20240920,val,자기주식취득,주가안정·주주가치
20240919000285,20240919,val,자기주식취득,주가안정·주주가치
20240912000463,20240912,val,자기주식취득,주가안정·주주가치
20240911000067,20240911,val,자기주식취득,주가안정·주주가치
20240910000607,20240910,val,자기주식취득,주가안정·주주가치
20240910000384,20240910,val,자기주식취득,주가안정·주주가치
20240909000074,20240909,val,자기주식취득,주가안정·주주가치
20240906000404,20240906,val,자기주식취득,주가안정·주주가치
20240906000082,20240906,val,자기주식취득,주가안정·주주가치
20240904000270,20240904,val,자기주식취득,주가안정·주주가치
20240904000247,20240904,val,자기주식취득,주가안정·주주가치
20241031000494,20241031,val,자기주식취득,기타
20241031000311,20241031,val,자기주식취득,주가안정·주주가치
20241028000033,20241028,val,자기주식취득,소각
20241025000080,20241025,val,자기주식취득,주가안정·주주가치
20241024000408,20241024,val,자기주식취득,주가안정·주주가치
20241021000008,20241021,val,자기주식취득,주가안정·주주가치
20241017000095,20241017,val,자기주식취득,주가안정·주주가치
20241011000476,20241011,val,자기주식취득,주가안정·주주가치
20241011000005,20241011,val,자기주식취득,주가안정·주주가치
20241010000456,20241010,val,자기주식취득,주가안정·주주가치
20241008000126,20241008,val,자기주식취득,주가안정·주주가치
20241004000061,20241004,val,자기주식취득,주가안정·주주가치
20241002000330,20241002,val,자기주식취득,주가안정·주주가치
20241002000155,20241002,val,자기주식취득,소각
20241129000796,20241129,val,자기주식취득,소각
20241127000199,20241127,val,자기주식취득,주가안정·주주가치
20241126000337,20241126,val,자기주식취득,주가안정·주주가치
20241125000284,20241125,val,자기주식취득,주가안정·주주가치
20241121000352,20241121,val,자기주식취득,주가안정·주주가치
20241121000006,20241121,val,자기주식취득,주가안정·주주가치
20241118000028,20241118,val,자기주식취득,소각
20241115000375,20241118,val,자기주식취득,주가안정·주주가치
20241115000218,20241115,val,자기주식취득,주가안정·주주가치
20241115000152,20241115,val,자기주식취득,주가안정·주주가치
20241115000151,20241115,val,자기주식취득,주가안정·주주가치
20241113000617,20241113,val,자기주식취득,주가안정·주주가치
20241113000520,20241113,val,자기주식취득,소각
20241113000498,20241113,val,자기주식취득,주가안정·주주가치
